ID,country,language,socialNbFollowers,socialClassesLiked,classesListed,classesOffered,classesPassRate,classesWished,classesEnrolled,gender
541,Italie,it,13,0,0,4,50,0,0,F
542,Royaume-Uni,en,13,1,4,4,75,0,0,M
543,Belgique,en,13,2,0,4,100,0,0,F
544,Royaume-Uni,en,13,0,0,4,75,0,0,F
545,Royaume-Uni,en,12,133,2,4,100,0,4,F
546,France,fr,12,2,8,4,75,0,15,F
547,France,fr,12,26,2,4,60,0,2,M
548,France,fr,12,15,8,4,75,6,0,F
549,France,fr,11,17,0,4,75,1,0,F
550,Pays-Bas,en,11,48,2,4,100,4,11,M
551,Allemagne,de,11,1,2,4,100,0,0,F
552,France,fr,11,0,0,4,0,0,0,F
553,Irlande,en,10,0,5,4,50,1,1,F
554,France,en,10,7,0,4,100,0,0,M
555,Luxembourg,en,10,0,2,4,100,0,0,F
556,Italie,it,10,0,1,4,75,0,0,M
557,Royaume-Uni,en,10,0,1,4,75,0,0,F
558,Royaume-Uni,en,10,0,14,4,50,20,2,F
559,Canada,en,10,9,0,4,75,4,0,F
560,Etats-Unis,en,10,0,17,4,100,0,0,F
561,Royaume-Uni,en,9,9,0,4,100,2,3,F
562,France,fr,9,86,1,4,75,2,1,M
563,Royaume-Uni,en,9,1,0,4,75,0,0,F
564,Italie,it,9,0,1,4,75,1,0,F
565,Italie,it,9,26,19,4,75,0,24,F
566,Italie,it,9,174,11,4,100,38,0,F
567,France,fr,9,0,0,4,75,0,0,F
568,France,fr,9,1,2,4,0,0,1,F
569,Italie,it,9,0,3,4,50,0,0,F
570,Italie,it,9,0,1,4,100,0,0,F
571,Espagne,es,9,0,0,4,25,0,0,F
572,Su??de,en,8,3,10,4,100,0,0,M
573,Royaume-Uni,en,8,0,3,4,50,0,0,F
574,Royaume-Uni,en,8,554,9,4,50,31,15,F
575,Espagne,es,8,0,1,4,50,0,0,M
576,France,fr,8,1,2,4,100,0,0,F
577,Etats-Unis,en,8,1,0,4,50,0,0,F
578,Italie,it,8,26,4,4,75,14,20,M
579,France,fr,8,36,0,4,50,2,0,F
580,France,en,7,2,8,4,75,1,0,F
581,Espagne,en,7,0,3,4,60,0,0,F
582,Portugal,en,7,0,2,4,75,0,0,F
583,Pays-Bas,en,7,0,2,4,75,1,0,F
584,Italie,it,7,16,5,4,75,1,0,F
585,France,fr,7,38,3,4,0,14,0,F
586,Italie,it,7,0,9,4,66.6,0,0,F
587,Espagne,es,7,1,11,4,75,7,0,F
588,Royaume-Uni,en,7,2,3,4,100,4,0,F
589,Italie,it,7,0,13,4,100,0,0,M
590,Autriche,de,7,0,0,4,75,0,0,M
591,Pays-Bas,en,7,3,0,4,100,3,0,M
592,Italie,it,7,0,7,4,100,0,0,M
593,France,fr,7,1,2,4,100,0,0,F
594,France,fr,7,5,4,4,100,0,0,F
595,Royaume-Uni,en,7,6,0,4,100,2,1,F
596,France,fr,6,0,1,4,50,0,0,F
597,Suisse,fr,6,0,0,4,100,0,0,F
598,Italie,it,6,1,5,4,100,0,0,F
599,France,fr,6,40,1,4,75,52,1,F
600,France,fr,6,0,2,4,50,0,0,M
601,Belgique,en,6,0,2,4,50,0,0,F
602,France,fr,6,3,38,4,50,1,0,F
603,Royaume-Uni,en,6,1,1,4,75,0,0,F
604,Belgique,fr,6,0,0,4,75,3,0,M
605,Autriche,en,6,32,0,4,75,23,0,F
606,France,fr,5,2,25,4,75,0,0,F
607,Danemark,en,5,64,2,4,75,0,4,M
608,Royaume-Uni,en,5,11,4,4,100,0,0,F
609,Autriche,en,5,0,2,4,75,0,0,F
610,Espagne,es,5,2,1,4,75,0,0,F
611,Allemagne,de,5,0,0,4,100,0,0,F
612,France,fr,5,2,5,4,100,1,0,F
613,Italie,it,5,8,1,4,75,3,0,F
614,France,en,5,7,1,4,50,0,0,F
615,Italie,it,5,2,0,4,25,0,0,F
616,Royaume-Uni,en,5,2,4,4,100,0,0,M
617,Italie,it,5,0,0,4,50,0,0,M
618,France,fr,5,1,2,4,80,0,0,F
619,Etats-Unis,en,5,1,3,4,100,4,1,F
620,Espagne,es,5,0,6,4,100,0,0,M
621,Italie,it,4,5,4,4,100,11,0,F
622,Italie,it,4,2,1,4,100,2,0,F
623,Royaume-Uni,en,4,4,1,4,50,1,0,F
624,France,fr,4,0,0,4,75,0,0,F
625,Royaume-Uni,en,4,3,6,4,100,18,1,F
626,France,fr,4,9,1,4,25,1,0,F
627,Allemagne,de,4,3,4,4,80,0,0,F
628,Royaume-Uni,en,4,6,2,4,50,0,0,F
629,Italie,it,4,0,0,4,75,0,0,F
630,France,en,4,0,0,4,100,0,0,M
631,Royaume-Uni,en,4,0,0,4,0,0,0,F
632,Italie,en,4,17,3,4,100,0,0,F
633,Singapour,en,4,12,0,4,50,0,0,F
634,Italie,it,4,32,50,4,75,0,0,F
635,France,fr,4,0,1,4,100,0,0,F
636,France,fr,4,0,4,4,60,0,0,M
637,France,fr,4,0,6,4,100,1,8,M
638,France,fr,3,0,4,4,75,0,0,F
639,France,fr,3,1,0,4,75,0,0,M
640,Italie,it,3,21,0,4,75,0,2,F
641,Ukraine,fr,65,792,2,3,0,707,18,F
642,Pays-Bas,en,48,0,19,3,0,0,0,F
643,Etats-Unis,en,43,31,0,3,100,2,2,F
644,Etats-Unis,en,42,0,0,3,0,0,0,M
645,Italie,it,38,61,2,3,100,11,0,F
646,Royaume-Uni,en,33,3,3,3,0,0,0,F
647,Gr??ce,en,32,0,17,3,66,0,0,F
648,Italie,it,30,0,1,3,100,0,0,M
649,Singapour,en,30,1209,0,3,100,919,9,F
650,Italie,it,30,0,4,3,100,0,0,F
651,France,fr,29,0,3,3,0,0,0,M
652,Italie,it,25,733,0,3,0,67,11,F
653,Royaume-Uni,en,24,1,3,3,100,1,0,M
654,Royaume-Uni,en,24,0,2,3,0,0,0,F
655,Etats-Unis,en,19,82,6,3,66,1,7,F
656,Allemagne,de,19,56,0,3,100,3,11,F
657,Etats-Unis,en,18,1,4,3,100,0,0,M
658,Espagne,es,18,8,0,3,66,0,0,F
659,France,fr,18,1,5,3,100,0,0,F
660,Gr??ce,en,16,128,9,3,100,0,7,F
661,Etats-Unis,en,16,1,11,3,66.6,0,0,M
662,Allemagne,de,16,85,2,3,25,4,2,F
663,Allemagne,de,16,153,0,3,100,2,6,F
664,Royaume-Uni,en,16,0,2,3,100,0,0,M
665,France,fr,15,0,0,3,100,0,0,F
666,Royaume-Uni,en,15,2,0,3,0,0,1,M
667,France,fr,14,19,1,3,100,9,0,M
668,Etats-Unis,en,14,94,3,3,66,44,10,F
669,Italie,it,13,0,3,3,100,0,0,F
670,Su??de,en,13,19,18,3,100,0,0,F
671,Espagne,es,13,0,10,3,66,186,15,F
672,Etats-Unis,en,12,196,0,3,100,69,58,F
673,Italie,en,12,1,2,3,66,0,0,F
674,France,fr,12,25,4,3,66,0,0,F
675,Gr??ce,en,12,6,8,3,100,5,2,F
676,Su??de,en,11,23,0,3,100,0,0,F
677,Espagne,es,11,0,2,3,33,0,0,F
678,France,fr,11,1,2,3,100,0,0,F
679,Royaume-Uni,en,11,33,0,3,100,4,1,F
680,Espagne,en,11,0,11,3,66,0,0,F
681,Royaume-Uni,en,10,0,0,3,66,0,0,F
682,Italie,it,10,342,7,3,66,425,10,M
683,France,fr,10,0,0,3,100,0,0,M
684,France,fr,10,226,1,3,100,185,25,F
685,Espagne,es,10,29,0,3,100,9,4,F
686,France,fr,10,8,6,3,66,8,4,F
687,Royaume-Uni,en,10,7,1,3,100,8,1,M
688,Italie,it,10,0,2,3,0,0,0,F
689,Italie,it,10,183,3,3,66,11,3,F
690,Italie,it,10,4,5,3,100,1,0,F
691,Etats-Unis,en,10,23,2,3,66,3,0,F
692,Roumanie,en,9,36,0,3,66,3,1,F
693,Etats-Unis,en,9,0,0,3,100,0,0,M
694,Croatie,en,9,35,3,3,0,0,0,F
695,France,fr,9,7,1,3,66,0,0,F
696,France,fr,9,38,1,3,100,1,0,M
697,Finlande,en,8,0,4,3,100,0,0,F
698,Portugal,en,8,9,4,3,66,141,3,F
699,France,fr,8,0,0,3,66,0,2,M
700,Italie,it,8,1,12,3,100,0,0,F
701,France,fr,8,0,2,3,100,0,0,F
702,France,fr,8,3,0,3,0,0,0,F
703,Italie,it,8,116,7,3,0,23,0,F
704,Royaume-Uni,en,8,16,0,3,0,134,10,F
705,France,fr,8,0,0,3,66,0,0,F
706,France,fr,8,0,0,3,100,0,3,F
707,Royaume-Uni,en,7,0,0,3,66,0,0,F
708,France,fr,7,1,0,3,100,0,0,M
709,Espagne,es,7,1,1,3,66,0,0,F
710,France,fr,7,0,1,3,100,0,0,F
711,Royaume-Uni,en,7,14,4,3,100,1,0,F
712,France,fr,7,357,3,3,100,6,24,F
713,Espagne,es,7,1,0,3,0,0,0,M
714,France,fr,7,0,1,3,100,0,0,F
715,Etats-Unis,en,7,1,7,3,0,0,0,M
716,Belgique,en,7,97,3,3,100,4,0,F
717,Etats-Unis,en,7,0,3,3,100,0,0,F
718,Monaco,fr,7,0,0,3,66,0,0,F
719,France,fr,6,0,0,3,100,0,0,F
720,France,fr,6,0,4,3,0,23,1,F
721,Italie,it,6,9,4,3,100,1,1,M
722,Allemagne,de,6,1,1,3,100,0,0,M
723,Irlande,en,6,0,0,3,66,0,0,F
724,France,fr,6,0,0,3,66,0,0,F
725,France,fr,6,0,0,3,66,0,0,F
726,France,fr,6,11,0,3,66,1,0,F
727,Etats-Unis,en,6,0,0,3,100,0,0,F
728,Allemagne,de,6,1,2,3,100,3,0,F
729,France,fr,6,0,1,3,0,0,0,M
730,Gr??ce,en,6,68,3,3,66,10,0,F
731,France,fr,6,10,4,3,0,0,0,F
732,Italie,it,6,0,10,3,100,0,0,F
733,France,fr,6,0,0,3,100,0,0,F
734,France,fr,6,2,4,3,0,0,0,F
735,France,fr,6,55,4,3,100,0,0,F
736,Allemagne,de,6,14,2,3,0,10,0,M
737,Royaume-Uni,en,6,3,1,3,66,0,0,F
738,Belgique,fr,6,0,0,3,66,0,0,F
739,France,fr,6,2,0,3,0,3,0,M
740,Royaume-Uni,en,6,1,2,3,66,0,3,F
741,Italie,it,5,41,2,3,66,5,0,F
742,France,fr,5,0,0,3,100,0,0,F
743,France,fr,5,0,0,3,100,0,0,F
744,France,fr,5,0,4,3,100,0,0,M
745,France,fr,5,8,6,3,100,12,4,M
746,Italie,it,5,1,1,3,66,0,0,F
747,France,fr,5,34,0,3,66,5,5,M
748,Espagne,es,5,0,8,3,100,0,0,F
749,France,fr,5,61,0,3,66,13,0,M
750,Pays-Bas,en,5,5,1,3,66,0,0,F
751,Allemagne,en,5,15,6,3,66,0,1,M
752,Italie,it,5,1,0,3,100,2,1,M
753,Italie,it,5,37,6,3,100,1,0,M
754,France,fr,5,1,8,3,100,0,0,F
755,Monaco,en,5,2,6,3,100,1,0,F
756,Pologne,en,5,1,1,3,66,0,0,M
757,France,fr,5,6,0,3,33,0,0,F
758,Italie,it,5,21,11,3,0,0,0,F
759,Italie,it,5,5,5,3,0,1,0,F
760,Hong Kong,en,5,77,2,3,66,3,6,M
761,France,fr,4,0,0,3,100,0,0,F
762,Autriche,de,4,60,0,3,66,1,0,F
763,France,fr,4,0,0,3,100,0,0,F
764,France,fr,4,0,1,3,100,0,0,M
765,France,fr,4,0,0,3,100,0,0,F
766,Australie,en,4,23,0,3,100,1,0,F
767,France,fr,4,3,0,3,100,0,0,F
768,Espagne,es,4,0,0,3,0,0,0,F
769,France,en,4,0,1,3,66,1,1,M
770,France,en,4,0,1,3,100,0,0,M
771,France,fr,4,1,1,3,33,0,0,F
772,Canada,en,4,1,0,3,0,0,0,F
773,Italie,it,4,81,0,3,66,11,4,M
774,Royaume-Uni,en,4,0,2,3,100,0,0,F
775,France,fr,4,1,0,3,66,0,0,F
776,France,fr,4,13,0,3,66,5,2,M
777,France,fr,4,4,1,3,100,0,0,F
778,Italie,it,4,0,1,3,100,0,0,F
779,Autriche,de,4,30,1,3,100,0,0,F
780,Espagne,es,4,0,0,3,0,7,0,F
781,France,fr,4,2,1,3,100,0,0,F
782,Italie,it,3,7,4,3,66,1,0,F
783,France,fr,3,0,4,3,100,0,0,F
784,France,fr,3,0,0,3,100,0,0,F
785,France,fr,3,0,0,3,100,0,0,F
786,Pays-Bas,fr,3,6,0,3,100,1,0,F
787,Espagne,es,3,1,4,3,100,1,1,M
788,Italie,it,3,0,3,3,100,0,0,F
789,France,fr,3,0,1,3,0,0,0,F
790,Royaume-Uni,en,3,0,0,3,0,0,0,F
791,France,fr,3,0,1,3,66,0,3,F
792,France,fr,3,0,1,3,0,0,0,M
793,Allemagne,de,3,1,0,3,100,2,5,M
794,Danemark,en,3,0,2,3,66,0,0,M
795,Allemagne,de,32,0,0,2,100,0,0,M
796,Portugal,en,31,521,3,2,0,159,17,F
797,Pays-Bas,en,30,6,1,2,100,9,10,F
798,Pays-Bas,en,29,33,2,2,100,17,8,F
799,France,fr,29,29,0,2,0,0,0,F
800,Etats-Unis,en,28,19,0,2,100,1,0,F
801,Royaume-Uni,en,28,15,1,2,100,0,1,F
802,Espagne,es,27,0,3,2,0,0,0,F
803,Etats-Unis,en,26,0,0,2,0,0,0,F
804,France,fr,26,1,2,2,100,0,0,M
805,Su??de,en,26,27,2,2,100,6,3,F
806,Espagne,en,25,410,3,2,100,45,2,F
807,Espagne,es,25,0,0,2,0,0,0,F
808,France,fr,25,0,0,2,100,0,0,F
809,Etats-Unis,en,25,5,0,2,100,2,0,M
810,Etats-Unis,en,23,0,0,2,0,0,0,M
811,Pays-Bas,en,23,4,2,2,100,0,0,M
812,Royaume-Uni,en,21,17,0,2,100,1,0,F
813,France,fr,21,0,0,2,100,0,0,M
814,Allemagne,en,20,0,0,2,0,0,0,M
815,Belgique,fr,20,0,4,2,100,0,0,F
816,Pays-Bas,en,18,180,5,2,100,58,18,F
817,Espagne,es,18,17,0,2,0,1,0,F
818,Royaume-Uni,en,17,65,0,2,100,7,7,F
819,Espagne,es,17,15,3,2,100,11,2,F
820,Italie,it,17,9,1,2,100,0,0,M
821,Etats-Unis,en,16,20,0,2,100,14,2,F
822,France,fr,16,9,0,2,100,17,0,F
823,Royaume-Uni,en,15,0,5,2,0,149,22,F
824,Royaume-Uni,en,15,22,1,2,0,2,4,M
825,Italie,it,14,41,0,2,100,457,38,F
826,Italie,it,14,10,2,2,0,1,0,F
827,Italie,it,14,41,1,2,100,0,0,F
828,Italie,it,14,10,2,2,100,0,0,F
829,Lituanie,en,14,25,1,2,0,47,1,F
830,France,fr,14,160,0,2,100,187,5,F
831,France,fr,13,4,0,2,0,0,0,M
832,Italie,it,13,0,1,2,0,1,0,F
833,Royaume-Uni,en,12,0,1,2,0,0,0,M
834,Allemagne,de,12,462,1,2,0,1,5,F
835,Su??de,de,12,0,0,2,0,0,0,F
836,Royaume-Uni,en,12,8,2,2,0,0,0,F
837,Royaume-Uni,en,11,0,1,2,0,0,0,F
838,Italie,it,11,2,0,2,50,0,0,F
839,France,en,11,150,1,2,100,5,33,F
840,Portugal,en,11,19,2,2,0,26,0,F
841,Etats-Unis,en,11,6,19,2,100,1,2,F
842,Royaume-Uni,en,11,110,3,2,50,5,0,F
843,Italie,it,11,3,1,2,0,0,0,F
844,Etats-Unis,en,11,1,3,2,0,0,0,F
845,Etats-Unis,en,11,79,0,2,100,70,12,M
846,Italie,it,11,2,0,2,100,0,0,F
847,Italie,it,11,1,1,2,100,6,1,F
848,France,fr,11,0,0,2,100,0,0,F
849,Portugal,en,11,0,1,2,100,1,0,F
850,Espagne,en,11,9,0,2,0,6,1,F
851,Etats-Unis,en,10,0,0,2,100,0,0,M
852,France,fr,10,182,0,2,0,2,5,M
853,Allemagne,de,10,2,1,2,100,1,0,F
854,Etats-Unis,en,10,21,3,2,0,2,0,M
855,Royaume-Uni,en,10,85,2,2,50,0,2,F
856,Royaume-Uni,en,10,0,0,2,100,0,0,F
857,Allemagne,en,10,23,2,2,0,11,0,F
858,Su??de,en,10,7,3,2,100,1,0,F
859,Royaume-Uni,en,10,0,0,2,66,0,0,F
860,Espagne,es,10,156,1,2,100,1,1,F
861,Allemagne,de,9,0,1,2,0,175,3,F
862,France,fr,9,1,1,2,66,0,0,F
863,Italie,it,9,2,4,2,50,18,1,F
864,Etats-Unis,en,9,3,1,2,100,0,0,F
865,Italie,it,9,1,0,2,100,0,1,F
866,Etats-Unis,en,9,89,0,2,100,3,21,F
867,Etats-Unis,en,9,0,20,2,50,0,0,F
868,Pays-Bas,en,9,0,0,2,0,0,0,M
869,Belgique,en,9,56,4,2,100,3,4,F
870,Italie,it,9,5,2,2,0,1,0,F
871,Allemagne,de,9,0,0,2,50,0,0,F
872,France,fr,9,27,2,2,100,6,1,F
873,Etats-Unis,en,9,0,3,2,100,0,0,F
874,Royaume-Uni,en,8,5,0,2,100,3,0,M
875,France,fr,8,2,3,2,0,0,0,F
876,France,fr,8,12,16,2,100,0,0,F
877,Croatie,en,8,1,3,2,0,0,0,F
878,Royaume-Uni,en,8,0,1,2,0,0,0,M
879,France,fr,8,3,2,2,100,8,1,M
880,Italie,it,8,1,2,2,100,0,0,F
881,Royaume-Uni,en,8,30,1,2,0,2,0,F
882,France,fr,8,36,3,2,0,0,0,F
883,France,fr,8,5,0,2,0,3,0,M
884,France,fr,8,1,1,2,100,0,0,M
885,Italie,en,8,118,0,2,100,25,4,F
886,Su??de,en,8,8,3,2,0,0,5,F
887,Etats-Unis,en,8,66,1,2,50,1,8,F
888,Belgique,en,8,41,1,2,100,50,1,F
889,Roumanie,it,8,367,14,2,50,1,19,M
890,Espagne,es,8,8,0,2,100,0,0,F
891,France,fr,8,0,0,2,0,0,0,F
892,Allemagne,en,8,1,0,2,100,0,0,F
893,Royaume-Uni,en,8,3,0,2,100,0,1,F
894,Etats-Unis,en,7,3,2,2,100,0,0,M
895,France,fr,7,0,0,2,100,0,0,F
896,Royaume-Uni,en,7,0,0,2,100,0,0,F
897,Chine,en,7,399,0,2,100,4,74,F
898,Italie,it,7,0,1,2,0,0,0,M
899,France,fr,7,27,3,2,100,0,1,F
900,Royaume-Uni,en,7,19,5,2,100,109,3,F
901,France,fr,7,0,0,2,100,0,0,M
902,Etats-Unis,en,7,1,16,2,100,0,0,F
903,France,fr,7,0,2,2,0,46,0,F
904,Espagne,es,7,0,0,2,100,0,0,M
905,Pays-Bas,en,7,59,1,2,100,10,4,F
906,Lituanie,en,7,0,6,2,0,0,1,F
907,Italie,it,7,52,2,2,50,61,0,M
908,Italie,it,7,0,1,2,100,0,0,F
909,Royaume-Uni,en,7,55,0,2,0,1,1,F
910,Italie,it,7,1,1,2,0,0,0,F
911,France,fr,7,0,0,2,0,0,0,F
912,Allemagne,de,7,0,0,2,100,0,0,M
913,France,fr,7,0,0,2,100,0,0,F
914,France,fr,7,0,3,2,100,0,0,F
915,Pays-Bas,en,7,2,0,2,100,0,0,F
916,Royaume-Uni,en,7,0,0,2,100,1,1,F
917,France,fr,7,64,0,2,100,0,0,M
918,Etats-Unis,en,7,0,0,2,100,0,0,M
919,Allemagne,de,7,13,0,2,100,3,4,F
920,France,fr,7,19,1,2,0,1,1,F
921,Su??de,en,7,0,6,2,100,0,0,F
922,Etats-Unis,en,6,19,0,2,100,0,0,F
923,France,fr,6,0,1,2,100,0,0,F
924,France,fr,6,1,0,2,50,13,2,F
925,France,fr,6,0,0,2,50,0,0,F
926,Royaume-Uni,en,6,0,0,2,0,0,0,M
927,Pays-Bas,en,6,0,23,2,0,0,0,M
928,France,fr,6,1,0,2,0,0,0,F
929,Autriche,de,6,1,0,2,100,2,2,M
930,Espagne,es,6,221,2,2,0,1,6,F
931,Royaume-Uni,en,6,9,0,2,0,9,0,M
932,Italie,it,6,1,0,2,100,0,0,M
933,Singapour,en,6,69,6,2,100,8,4,F
934,France,fr,6,0,0,2,0,0,0,M
935,France,fr,6,2,3,2,100,0,0,M
936,Royaume-Uni,en,6,0,0,2,100,4,1,F
937,France,fr,6,2,1,2,50,0,0,F
938,France,fr,6,14,0,2,100,1,3,F
939,France,fr,6,0,0,2,0,0,0,F
940,Etats-Unis,en,6,0,0,2,0,0,0,M
941,Portugal,en,6,12,7,2,100,0,0,F
942,Italie,it,6,135,8,2,0,20,1,F
943,Allemagne,de,6,169,0,2,100,103,3,F
944,Italie,it,6,1,0,2,50,0,0,F
945,France,fr,6,1,0,2,100,0,0,M
946,France,fr,6,0,0,2,100,0,0,F
947,France,fr,6,0,0,2,0,0,0,M
948,Royaume-Uni,en,6,12,0,2,100,0,0,M
949,Danemark,en,6,11,2,2,0,4,5,F
950,Pays-Bas,en,6,7,0,2,100,15,2,F
951,France,fr,6,1,1,2,100,0,0,F
952,France,fr,6,0,1,2,100,0,0,F
953,Roumanie,en,6,1,1,2,0,0,0,F
954,Etats-Unis,en,6,0,0,2,100,0,0,F
955,Etats-Unis,en,6,36,0,2,0,2,0,F
956,France,fr,6,2,0,2,100,0,0,F
957,Italie,it,6,3,4,2,100,0,0,F
958,Royaume-Uni,en,6,6,1,2,100,5,1,F
959,Allemagne,en,5,1,0,2,0,0,0,F
960,France,fr,5,0,4,2,0,0,0,F
961,Royaume-Uni,en,5,4,4,2,100,1,2,M
962,Royaume-Uni,en,5,16,1,2,0,0,0,M
963,Pays-Bas,en,5,3,0,2,0,0,0,M
964,Italie,it,5,1,0,2,0,0,0,M
965,Italie,it,5,3,6,2,0,1,0,F
966,Royaume-Uni,en,5,0,0,2,0,0,0,M
967,Royaume-Uni,en,5,11,0,2,100,4,15,M
968,Allemagne,de,5,1,0,2,0,0,0,M
969,France,fr,5,0,0,2,0,0,0,F
970,Allemagne,de,5,32,2,2,100,2,5,F
971,France,fr,5,0,2,2,0,0,0,F
972,Italie,it,5,0,0,2,50,29,0,F
973,Allemagne,en,5,43,4,2,100,0,1,F
974,France,fr,5,7,0,2,100,2,3,M
975,France,fr,5,34,0,2,0,0,0,F
976,Italie,it,5,1,0,2,0,0,0,F
977,France,fr,5,0,0,2,0,13,1,M
978,Espagne,es,5,0,0,2,0,0,0,F
979,Italie,it,5,0,2,2,0,0,0,F
980,Pays-Bas,en,5,0,1,2,100,0,0,F
981,Royaume-Uni,en,5,0,0,2,0,0,0,F
982,France,fr,5,1,0,2,100,5,47,F
983,France,fr,5,29,20,2,100,0,0,F
984,France,fr,5,3,0,2,0,0,0,M
985,Italie,it,5,5,0,2,100,0,0,F
986,France,fr,5,2,0,2,0,0,0,M
987,Allemagne,de,5,1,0,2,100,5,1,F
988,Allemagne,de,5,2,0,2,0,0,0,M
989,France,fr,5,3,0,2,100,1,0,F
990,Allemagne,de,5,0,0,2,0,0,0,F
991,Allemagne,en,5,19,1,2,100,1,4,F
992,Italie,it,5,2,0,2,100,0,0,F
993,Italie,it,5,7,0,2,100,0,0,F
994,France,en,5,1,0,2,0,0,1,F
995,France,fr,5,1,0,2,100,1,0,F
996,Italie,it,5,0,0,2,100,0,0,F
997,Espagne,es,5,8,0,2,0,1,5,F
998,Royaume-Uni,en,5,0,0,2,0,0,0,F
999,France,fr,5,0,1,2,0,0,0,F
1000,Danemark,en,5,3,0,2,0,1,0,F
1001,France,it,5,9,1,2,100,10,0,F
1002,France,fr,5,12,0,2,0,1,0,F
1003,Belgique,fr,5,138,1,2,100,54,6,F
1004,France,fr,5,0,0,2,100,0,0,F
1005,Espagne,es,4,0,1,2,0,1,0,F
1006,France,fr,4,0,3,2,100,3,1,F
1007,Italie,it,4,334,0,2,0,1,4,M
1008,France,fr,4,51,2,2,100,27,1,F
1009,Allemagne,en,4,0,0,2,0,13,0,F
1010,France,fr,4,1,1,2,0,0,0,F
1011,France,en,4,3,1,2,100,0,0,M
1012,Italie,it,4,0,1,2,0,0,0,M
1013,Etats-Unis,en,4,0,0,2,100,0,0,F
1014,Italie,it,4,0,0,2,0,0,0,M
1015,France,fr,4,0,0,2,0,0,0,F
1016,France,fr,4,1,0,2,0,0,0,M
1017,France,fr,4,0,0,2,0,0,0,F
1018,Royaume-Uni,en,4,0,1,2,0,0,0,F
1019,Royaume-Uni,en,4,0,1,2,100,0,0,M
1020,Royaume-Uni,en,4,0,2,2,50,0,0,F
1021,Etats-Unis,en,4,0,0,2,100,0,0,F
1022,Italie,it,4,4,8,2,0,0,0,F
1023,Pays-Bas,en,4,2,1,2,0,0,0,F
1024,France,fr,4,0,0,2,0,0,0,M
1025,France,fr,4,0,0,2,0,0,0,F
1026,France,fr,4,1,0,2,100,0,0,F
1027,Etats-Unis,en,4,1,0,2,100,0,0,F
1028,Allemagne,de,4,9,2,2,0,1,2,F
1029,Singapour,en,4,43,1,2,100,0,2,F
1030,Espagne,es,4,0,7,2,100,0,0,F
1031,France,fr,4,0,2,2,100,0,0,F
1032,France,fr,4,0,1,2,66,0,0,M
1033,France,fr,4,0,0,2,0,0,0,M
1034,Royaume-Uni,en,4,4,8,2,50,4,0,F
1035,Pays-Bas,en,4,0,0,2,100,1,0,F
1036,Italie,it,4,126,4,2,100,32,2,F
1037,France,fr,4,0,0,2,100,0,0,F
1038,Espagne,es,4,118,11,2,100,0,0,F
1039,Etats-Unis,en,4,3,5,2,0,0,0,F
1040,France,en,4,1,1,2,0,0,0,F
1041,Italie,it,4,0,1,2,0,0,0,F
1042,Allemagne,de,4,1,1,2,100,0,3,F
1043,France,fr,4,0,0,2,100,0,0,F
1044,Italie,en,4,0,2,2,0,0,0,F
1045,Royaume-Uni,en,4,0,0,2,100,0,0,F
1046,Irlande,en,4,20,1,2,50,1,0,F
1047,Italie,it,4,0,1,2,100,0,0,F
1048,France,fr,4,0,0,2,100,0,0,F
1049,Italie,it,4,0,0,2,100,0,0,F
1050,France,fr,4,82,0,2,0,0,8,F
1051,France,fr,4,2,0,2,66,0,0,M
1052,Italie,it,4,0,0,2,0,0,0,F
1053,Italie,it,4,1,3,2,0,0,0,F
1054,France,fr,4,1,0,2,0,0,0,F
1055,France,fr,4,4,0,2,0,2,0,F
1056,Royaume-Uni,en,4,4,0,2,100,0,1,F
1057,Royaume-Uni,en,4,4,0,2,0,10,2,F
1058,France,fr,4,7,4,2,100,0,0,F
1059,France,fr,4,1,2,2,0,0,0,F
1060,France,fr,4,0,0,2,100,0,0,F
1061,Suisse,fr,4,1,0,2,0,0,0,M
1062,France,fr,4,53,2,2,100,1,0,F
1063,France,fr,4,4,0,2,0,0,0,F
1064,Belgique,fr,4,9,6,2,0,2,0,F
1065,Italie,it,4,8,3,2,100,0,0,M
1066,Italie,it,4,2,0,2,0,1,0,M
1067,France,fr,4,0,2,2,100,0,0,M
1068,Belgique,en,4,0,0,2,0,0,0,F
1069,France,fr,4,0,0,2,50,0,0,M
1070,France,fr,4,0,0,2,100,0,0,F
1071,Italie,it,4,0,1,2,0,0,0,F
1072,Belgique,fr,4,0,0,2,100,0,0,F
1073,Italie,it,4,7,0,2,100,0,0,F
1074,France,fr,4,1,1,2,100,0,0,F
1075,France,fr,4,40,0,2,100,9,4,F
1076,Allemagne,de,4,20,0,2,100,6,7,F
1077,Italie,it,4,6,2,2,100,1,0,F
1078,France,fr,4,0,0,2,50,0,0,F
1079,Royaume-Uni,en,4,0,0,2,0,0,0,F
1080,France,fr,3,0,0,2,100,0,0,F
1081,France,fr,3,1,2,2,100,0,0,F
1082,France,fr,3,0,1,2,100,0,0,F
1083,Italie,it,3,0,0,2,0,0,2,M
1084,Italie,it,3,0,0,2,0,0,0,M
1085,Danemark,en,3,30,1,2,0,14,10,F
1086,France,fr,3,0,0,2,50,0,0,F
1087,Royaume-Uni,en,3,0,0,2,0,0,0,F
1088,France,fr,3,8,2,2,0,1,0,F
1089,Allemagne,en,3,64,8,2,100,408,17,F
1090,France,fr,3,0,0,2,100,0,0,F
1091,France,fr,3,0,0,2,100,0,0,M
